sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,mappingType,comment,createdBy,createdOn,assignedReviewer
EMISNQRE545,Referral to community nursing service,0,,1.00,UNCHECKED,UNREVIEWED,,0,35610187,Referral to community nursing service,EVENT,,,1613550360899,
OLTR-U:UMAN,Test Request : Urine Culture & Sensitivity,0,,0.55,UNCHECKED,UNREVIEWED,,0,4170475,Culture sensitivity,EVENT,,,1613550360899,
HNG0633,[RFC] Parkinson's disease,0,,0.73,UNCHECKED,UNREVIEWED,,0,36210180,Parkinson's disease,EVENT,,,1613550360900,
EMISNQMI4,Minor surgery postoperative complication - haemorrhage,0,,0.71,UNCHECKED,UNREVIEWED,,0,4002836,Postoperative hemorrhage,EVENT,,,1613550360901,
OLTR-G45.9,Test Request : Non Urgent Gastroscopy (OGD) - NH GP,0,,0.30,UNCHECKED,UNREVIEWED,,0,44794351,Patient removal request by GP,EVENT,,,1613550360902,
OLTR-INFO,Test Request : *,0,,0.61,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360902,
ALLERGY34956NEMIS,Adverse reaction to Woundcare,0,,0.58,UNCHECKED,UNREVIEWED,,0,4329330,Adverse reaction to pectin,EVENT,,,1613550360903,
OLTR-44D6.,Test Request : Liver function test,0,,0.66,UNCHECKED,UNREVIEWED,,0,37398230,Liver function test,EVENT,,,1613550360903,
HNG0634,[RFC] Constipation,0,,0.65,UNCHECKED,UNREVIEWED,,0,3049362,Sit [RFC],EVENT,,,1613550360903,
EMISQAD2,Administration of medication by port-a-cath,0,,0.65,UNCHECKED,UNREVIEWED,,0,4190824,Flushing of Port-a-cath,EVENT,,,1613550360904,
EMISNQIM18,Impact of significant event: positive,0,,0.57,UNCHECKED,UNREVIEWED,,0,44805886,Resolution of significant event,EVENT,,,1613550360904,
OLTR-CIG,Test Request : SARS-CoV-2 COVID Antibody Screen,0,,0.41,UNCHECKED,UNREVIEWED,,0,4025129,Antibody screen,EVENT,,,1613550360905,
OLTR-UA,Test Request : Urate (Uric Acid),0,,0.51,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360905,
OLTR-G5,Test Request : Rye Grass Pollen RAST,0,,0.62,UNCHECKED,UNREVIEWED,,0,4117480,Rye grass pollen,EVENT,,,1613550360906,
OLTR-INGP,Test Request : INR - GP Contracted,0,,0.45,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360906,
OLTR-CIMM,Test Request : C3 C4,0,,0.50,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360906,
EMISNQMI42,Misuse of Codeine tablets,0,,0.60,UNCHECKED,UNREVIEWED,,0,40031380,codeine Oral Tablet,EVENT,,,1613550360909,
HNG0635,[RFC] Bowel incontinence,0,,0.67,UNCHECKED,UNREVIEWED,,0,197675,Incontinence of feces,EVENT,,,1613550360910,
EMISNQRE550,Referred to Clinical Psychology Service,0,,0.82,UNCHECKED,UNREVIEWED,,0,44811435,Clinical psychology service,EVENT,,,1613550360910,
ALLERGY9.2.2,Adverse reaction to Intravenous Administration,0,,0.76,UNCHECKED,UNREVIEWED,,0,438950,Intravenous anesthetics adverse reaction,EVENT,,,1613550360911,
OLTR-44E..,Test Request : Serum bilirubin level,0,,0.71,UNCHECKED,UNREVIEWED,,0,37398424,Serum bilirubin level,EVENT,,,1613550360911,
ALLERGY34988NEMIS,Adverse reaction to Privigen,0,,0.77,UNCHECKED,UNREVIEWED,,0,4329330,Adverse reaction to pectin,EVENT,,,1613550360911,
OLTR-INH,Test Request : INHIBIN-B,0,,0.53,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360911,
"OLTR-UA,UAF",Test Request : Urine culture,0,,0.42,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360911,
OLTR-G6,Test Request : Timothy Grass (G6),0,,0.43,UNCHECKED,UNREVIEWED,,0,4224406,Phleum pratense,EVENT,,,1613550360912,
HNG0636,[RFC] Postnatal care,0,,0.61,UNCHECKED,UNREVIEWED,,0,4047392,Postpartum care,EVENT,,,1613550360912,
EMISNQIM2,Impaired glucose tolerance annual review,0,,0.76,UNCHECKED,UNREVIEWED,,0,44791988,Review of impaired glucose tolerance,EVENT,,,1613550360913,
OLTR-CIN,Test Request : Recipient Crossmatch,0,,0.56,UNCHECKED,UNREVIEWED,,0,40484135,Requested by recipient,EVENT,,,1613550360913,
EMISNQRE552,Referred to Phlebotomy Service,0,,0.77,UNCHECKED,UNREVIEWED,,0,44807227,Referral to domiciliary phlebotomy service,EVENT,,,1613550360914,
OLTR-UA3,Test Request : Urate,0,,0.68,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360914,
OLTR-G6P,Test Request : G6PD,0,,0.57,UNCHECKED,UNREVIEWED,,0,3033819,Glucose-6-Phosphate dehydrogenase [Presence] in Serum,EVENT,,,1613550360915,
HNG9998,[RFC] Other,0,,0.75,UNCHECKED,UNREVIEWED,,0,3049362,Sit [RFC],EVENT,,,1613550360915,
EMISQAD3,Advice regarding change of urinary catheter bag,0,,0.75,UNCHECKED,UNREVIEWED,,0,4232412,Change of urinary catheter bag,EVENT,,,1613550360916,
OLTR-44E4.,Test Request : Direct (conjugated) bilirubin,0,,0.81,UNCHECKED,UNREVIEWED,,0,37394191,Direct (conjugated) bilirubin,EVENT,,,1613550360916,
EMISNQMI43,Misuse of Tramadol Hydrochloride,0,,0.77,UNCHECKED,UNREVIEWED,,0,1103346,tramadol hydrochloride 100 MG,EVENT,,,1613550360917,
HNG9999,[RFC] Not applicable,0,,0.62,UNCHECKED,UNREVIEWED,,0,3049362,Sit [RFC],EVENT,,,1613550360917,
OLTR-CINS,Test Request : Insulin/C-Peptide,0,,0.46,UNCHECKED,UNREVIEWED,,0,4229110,Insulin C-peptide measurement,EVENT,,,1613550360918,
OLTR-INHALE,Test Request : Inhaled Allergen Screen,0,,0.52,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360918,
ALLERGY9.5.1,Adverse reaction to Calcium Preparations,0,,0.75,UNCHECKED,UNREVIEWED,,0,4166190,Calcitonin adverse reaction,EVENT,,,1613550360918,
EMISQAL1,Alcohol AUDIT score,0,,0.53,UNCHECKED,UNREVIEWED,,0,40480971,Alcohol use disorders identification test score,EVENT,,,1613550360919,
OLTR-G6PD,Test Request : G6PD Screen [1.03],0,,0.50,UNCHECKED,UNREVIEWED,,0,3033819,Glucose-6-Phosphate dehydrogenase [Presence] in Serum,EVENT,,,1613550360919,
OLTR-UAA,Test Request : Urine Amino Acids,0,,0.60,UNCHECKED,UNREVIEWED,,0,37393837,Urine amino acids,EVENT,,,1613550360920,
EMISNQIM20,Impact of significant event: unknown,0,,0.64,UNCHECKED,UNREVIEWED,,0,45881806,Unknown Significance,EVENT,,,1613550360920,
HNGB,[RFC] Elderly care,0,,0.59,UNCHECKED,UNREVIEWED,,0,3049362,Sit [RFC],EVENT,,,1613550360920,
ALLERGY3499,"Adverse reaction to Poliomyelitis Vaccine,Live(Oral) Bp",0,,0.60,UNCHECKED,UNREVIEWED,,0,441199,Poliomyelitis vaccine adverse reaction,EVENT,,,1613550360921,
EMISNQRE553,Referral for back rehabilitation,0,,0.67,UNCHECKED,UNREVIEWED,,0,4077585,Referral to vocational rehabilitation service,EVENT,,,1613550360921,
EMISNQMI5,Misuse of Cannabis unspecified,0,,0.66,UNCHECKED,UNREVIEWED,,0,4323639,Cannabis misuse,EVENT,,,1613550360922,
OLTR-44E8.,Test Request : Plasma conj bilirubin level,0,,0.55,UNCHECKED,UNREVIEWED,,0,37398232,Plasma conjugated bilirubin level,EVENT,,,1613550360922,
OLTR-G:SF,Test Request : Fasting Glucose,0,,0.55,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360923,
OLTR-UAAC,Test Request : Urine Amino Acids,0,,0.60,UNCHECKED,UNREVIEWED,,0,37393837,Urine amino acids,EVENT,,,1613550360923,
OLTR-CIP,Test Request : Citrated Platelet Count,0,,0.55,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360923,
EMISNQIM21,Impact of illness on patient,0,,0.73,UNCHECKED,UNREVIEWED,,0,37018019,Assessment of impact of illness on roles,EVENT,,,1613550360924,
HNGE,[RFC] Medical condition,0,,0.66,UNCHECKED,UNREVIEWED,,0,3049362,Sit [RFC],EVENT,,,1613550360924,
OLTR-INHALX,Test Request : Inhaled allergen mix-specific IgE,0,,0.63,UNCHECKED,UNREVIEWED,,0,4260621,Inhaled allergen mix specific immunoglobulin E,EVENT,,,1613550360925,
EMISQAL2,Alcohol reduction-maintain abstinence,0,,0.53,UNCHECKED,UNREVIEWED,,0,4116983,Abstinent alcoholic,EVENT,,,1613550360926,
ALLERGY9.5.1.1,Adverse reaction to Calcium Supplements,0,,0.72,UNCHECKED,UNREVIEWED,,0,4166190,Calcitonin adverse reaction,EVENT,,,1613550360926,
EMISNQMI50,Misuse of Codeine unspecified,0,,0.64,UNCHECKED,UNREVIEWED,,0,45876258,Unspecified,EVENT,,,1613550360926,
OLTR-CIRI,"Test Request : Insulin, serum",0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360926,
EMISNQRE554,Referral for shoulder rehabilitation,0,,0.66,UNCHECKED,UNREVIEWED,,0,4302450,Referral to physical rehabilitation service,EVENT,,,1613550360927,
ALLERGY3501NEMIS,Adverse reaction to Asthmahaler Mist,0,,0.72,UNCHECKED,UNREVIEWED,,0,440912,Adverse reaction to antiasthmatic,EVENT,,,1613550360927,
OLTR-44EB.,Test Request : Serum conj bilirubin level,0,,0.57,UNCHECKED,UNREVIEWED,,0,37398424,Serum bilirubin level,EVENT,,,1613550360927,
OLTR-GA,Test Request : Gamma-glutamyl transferase,0,,0.78,UNCHECKED,UNREVIEWED,,0,4244576,Gamma-glutamyltransferase,EVENT,,,1613550360928,
HNGF,[RFC] Maternal health,0,,0.64,UNCHECKED,UNREVIEWED,,0,3049420,Hearing [RFC],EVENT,,,1613550360928,
OLTR-UAB,"Test Request : Albumin:Creatinine Ratio, urine (ACR)",0,,0.68,UNCHECKED,UNREVIEWED,,0,37393926,Albumin/creatinine ratio in urine,EVENT,,,1613550360929,
EMISNQMI60,Misuse of Diazepam,0,,0.70,UNCHECKED,UNREVIEWED,,0,36309606,Diazepam,EVENT,,,1613550360929,
EMISQAS1,Aspirin therapy discontinued,0,,0.86,UNCHECKED,UNREVIEWED,,0,4164526,Medication discontinued,EVENT,,,1613550360930,
OLTR-INPEP,Test Request : Insulin and C-peptide,0,,0.61,UNCHECKED,UNREVIEWED,,0,4229110,Insulin C-peptide measurement,EVENT,,,1613550360930,
EMISNQIM24,Impaired glucose regulation annual review,0,,0.61,UNCHECKED,UNREVIEWED,,0,44791988,Review of impaired glucose tolerance,EVENT,,,1613550360930,
ALLERGY9.6,Adverse reaction to Vitamins,0,,0.96,UNCHECKED,UNREVIEWED,,0,4164413,Vitamin A adverse reaction,EVENT,,,1613550360930,
ALLERGY3506,Adverse reaction to Polytar,0,,0.80,UNCHECKED,UNREVIEWED,,0,4162907,Polythiazide adverse reaction,EVENT,,,1613550360931,
OLTR-GA-ALP,Test Request : Gamma-glutamyl transferase,0,,0.78,UNCHECKED,UNREVIEWED,,0,4244576,Gamma-glutamyltransferase,EVENT,,,1613550360931,
EMISNQMI72,Misuse of Triazolam,0,,0.68,UNCHECKED,UNREVIEWED,,0,36303219,Triazolam,EVENT,,,1613550360932,
EMISNQRE555,Referral for knee rehabilitation,0,,0.67,UNCHECKED,UNREVIEWED,,0,4077585,Referral to vocational rehabilitation service,EVENT,,,1613550360932,
OLTR-44EC.,Test Request : Serum total bilirubin level,0,,0.75,UNCHECKED,UNREVIEWED,,0,37399653,Serum total bilirubin level,EVENT,,,1613550360932,
HNGNQRF10,[RFC] Central nervous system disorder,0,,0.62,UNCHECKED,UNREVIEWED,,0,4147178,H/O: CNS disorder,EVENT,,,1613550360933,
OLTR-CIS,Test Request : Atypical bacterial pneumonia,0,,0.66,UNCHECKED,UNREVIEWED,,0,4050869,Atypical pneumonia,EVENT,,,1613550360934,
OLTR-INR,"Test Request : INR only, (No Dose) ()",0,,0.36,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360934,
OLTR-UABDA,Test Request : US Anterior Abdominal Wall,0,,0.68,UNCHECKED,UNREVIEWED,,0,4244412,Anterior abdominal wall structure,EVENT,,,1613550360934,
EMISQAU1,AUDIT score <4 no drinking problem,0,,0.45,UNCHECKED,UNREVIEWED,,0,4167760,Drinking problem scale,EVENT,,,1613550360935,
EMISNQIM3,Impaired fasting glycaemia monitoring,0,,0.90,UNCHECKED,UNREVIEWED,,0,4308509,Impaired fasting glycemia,EVENT,,,1613550360936,
ALLERGY3509,Adverse reaction to Polytrim,0,,0.78,UNCHECKED,UNREVIEWED,,0,4162907,Polythiazide adverse reaction,EVENT,,,1613550360936,
ALLERGY9.6.2,Adverse reaction to Vitamin B Group,0,,0.86,UNCHECKED,UNREVIEWED,,0,4162883,Vitamin B group adverse reaction,EVENT,,,1613550360936,
OLTR-GA-URA,Test Request : Gamma-glutamyl transferase,0,,0.78,UNCHECKED,UNREVIEWED,,0,4244576,Gamma-glutamyltransferase,EVENT,,,1613550360937,
OLTR-INR1L,Test Request : INR (for Warfarin),0,,0.43,UNCHECKED,UNREVIEWED,,0,36309585,Warfarin,EVENT,,,1613550360937,
HNGNQRF102,[RFC] Medication compliance,0,,0.59,UNCHECKED,UNREVIEWED,,0,4302195,Medication compliance,EVENT,,,1613550360938,
OLTR-44F..,Test Request : Serum alkaline phosphatase,0,,0.67,UNCHECKED,UNREVIEWED,,0,37398460,Serum alkaline phosphatase level,EVENT,,,1613550360938,
EMISNQMI80,Misuse of Amphetamine (pharmaceutical),0,,0.55,UNCHECKED,UNREVIEWED,,0,4323628,Amphetamine misuse,EVENT,,,1613550360938,
OLTR-CIT,Test Request : PLATELETS (CITRATE SAMPLE),0,,0.47,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360938,
EMISQAU2,AUDIT score >5 alcohol dependence syndrome,0,,0.59,UNCHECKED,UNREVIEWED,,0,435243,Alcohol dependence,EVENT,,,1613550360939,
EMISNQRE556,Referral rejected - insufficient staff resources,0,,0.50,UNCHECKED,UNREVIEWED,,0,36307642,Insufficient,EVENT,,,1613550360940,
OLTR-UABDL,Test Request : US Renal Tract (Open Access),0,,0.45,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360940,
HNGNQRF107,[RFC] Post day surgery,0,,0.60,UNCHECKED,UNREVIEWED,,0,3051645,Fingering [RFC],EVENT,,,1613550360940,
OLTR-INRAPT,Test Request : Clotting screen,0,,0.63,UNCHECKED,UNREVIEWED,,0,4150222,Blood coagulation panel,EVENT,,,1613550360941,
EMISNQIM4,Impaired fasting glycaemia annual review,0,,0.80,UNCHECKED,UNREVIEWED,,0,4308509,Impaired fasting glycemia,EVENT,,,1613550360941,
ALLERGY3510,Adverse reaction to Ponderax,0,,0.80,UNCHECKED,UNREVIEWED,,0,4329330,Adverse reaction to pectin,EVENT,,,1613550360941,
OLTR-GA-URF,Test Request : Gamma-glutamyl transferase,0,,0.78,UNCHECKED,UNREVIEWED,,0,4244576,Gamma-glutamyltransferase,EVENT,,,1613550360941,
OLTR-UABDO,Test Request : US Abdomen,0,,0.59,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360941,
OLTR-44F7.,Test request : Alk. Phos. Isoenzyme studies,0,,0.50,UNCHECKED,UNREVIEWED,,0,37392169,Alkaline phosphatase isoenzyme studies,EVENT,,,1613550360941,
EMISNQMI82,Misuse of Dexamphetamine (Dexadrine),0,,0.54,UNCHECKED,UNREVIEWED,,0,4323628,Amphetamine misuse,EVENT,,,1613550360942,
OLTR-CITR,Test request : 24 Hr Urine Citrate Output,0,,0.67,UNCHECKED,UNREVIEWED,,0,37393930,24 hour urine citrate output,EVENT,,,1613550360942,
ALLERGY9.6.7,Adverse reaction to Multivitamin Preparations,0,,0.81,UNCHECKED,UNREVIEWED,,0,4167616,Multivitamin and mineral preparations adverse reaction,EVENT,,,1613550360942,
HNGNQRF108,[RFC] Continence care & advice,0,,0.45,UNCHECKED,UNREVIEWED,,0,3052882,Extreme cold [RFC],EVENT,,,1613550360943,
OLTR-GAB,Test Request : Coeliac screen,0,,0.54,UNCHECKED,UNREVIEWED,,0,37397947,Coeliac disease screen,EVENT,,,1613550360943,
OLTR-CIUECG,Test Request : ECG,0,,0.62,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360943,
EMISQAU3,AUDIT score >5 alcohol problem drinker,0,,0.49,UNCHECKED,UNREVIEWED,,0,4038560,Problem drinker,EVENT,,,1613550360945,
OLTR-UABDU,Test Request : US Upper Abdomen,0,,0.56,UNCHECKED,UNREVIEWED,,0,4149973,Upper abdomen,EVENT,,,1613550360945,
OLTR-INRC,Test Request : INR (Domiciliary near patient test),0,,0.46,UNCHECKED,UNREVIEWED,,0,4081136,Domiciliary visit requested,EVENT,,,1613550360946,
ALLERGY3511,Adverse reaction to Pondocillin,0,,0.80,UNCHECKED,UNREVIEWED,,0,433658,Penicillin adverse reaction,EVENT,,,1613550360947,
EMISNQRE559,Reason for referral: Dental Care/Problems,0,,0.46,UNCHECKED,UNREVIEWED,,0,4288379,Reason for referral delay,EVENT,,,1613550360948,
OLTR-CIUECHO,Test Request : ECHO (GP),0,,0.46,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360948,
EMISQBE1,Benefits assessed,0,,0.67,UNCHECKED,UNREVIEWED,,0,4330716,Benefits and pensions,EVENT,,,1613550360949,
OLTR-GACT,Test Request : Actinomyces culture,0,,0.55,UNCHECKED,UNREVIEWED,,0,4045480,Actinomycetes species culture,EVENT,,,1613550360950,
HNGNQRF109,[RFC] Continence assessment,0,,0.64,UNCHECKED,UNREVIEWED,,0,4215514,Continence assessment,EVENT,,,1613550360951,
EMISNQMI9,Misuse of Cannabis herbal (skunk),0,,0.48,UNCHECKED,UNREVIEWED,,0,4323639,Cannabis misuse,EVENT,,,1613550360951,
ALLERGY9003BRIDL,Adverse reaction to Amoram,0,,0.82,UNCHECKED,UNREVIEWED,,0,4100008,Amoxycillin adverse reaction,EVENT,,,1613550360951,
OLTR-44FE.,Test Request : Serum alk phos electrophoresis,0,,0.50,UNCHECKED,UNREVIEWED,,0,37398586,Serum alkaline phosphatase electrophoresis,EVENT,,,1613550360952,
EMISQBE2,Benefits advice,0,,0.76,UNCHECKED,UNREVIEWED,,0,44802443,Referral to benefits advisor,EVENT,,,1613550360952,
EMISNQIM5,Impaired glucose tolerance monitoring administration,0,,1.00,UNCHECKED,UNREVIEWED,,0,44802659,Impaired glucose tolerance monitoring administration,EVENT,,,1613550360952,
OLTR-INRD,Test Request : INR (RAID dose request) (),0,,0.39,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360953,
OLTR-UABPE,Test Request : US Abdomen & pelvis,0,,0.50,INVALID_TARGET,UNREVIEWED,,0,0,Unmapped,EVENT,Invalid existing target: 4220304,,0,
OLTR-GAD,Test Request : Anti GAD Antibody,0,,0.53,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360954,
ALLERGY3513NEMIS,Adverse reaction to Ivermectin,0,,0.77,UNCHECKED,UNREVIEWED,,0,4329330,Adverse reaction to pectin,EVENT,,,1613550360954,
HNGNQRF11,[RFC] Cardiovascular system disorder,0,,0.65,UNCHECKED,UNREVIEWED,,0,134057,Disorder of cardiovascular system,EVENT,,,1613550360954,
OLTR-44G3.,Test Request : ALT/SGPT serum level,0,,0.51,UNCHECKED,UNREVIEWED,,0,4211515,Alanine aminotransferase,EVENT,,,1613550360955,
EMISQCA1,Care programme approach-primary care,0,,0.60,UNCHECKED,UNREVIEWED,,0,35610359,Care Programme Approach level,EVENT,,,1613550360956,
OLTR-CIW,Test Request : Respiratory viral serology,0,,0.50,UNCHECKED,UNREVIEWED,,0,4013835,Hematology test requested,EVENT,,,1613550360957,
ALLERGY90086NEMIS,Adverse reaction to Sukkarto Sr,0,,0.53,UNCHECKED,UNREVIEWED,,0,441488,Adverse reaction to substance,EVENT,,,1613550360958,
EMISNQMI91,Misuse of Cocaine unspecified,0,,0.65,UNCHECKED,UNREVIEWED,,0,45876258,Unspecified,EVENT,,,1613550360958,
EMISNQRE56,Referral for diabetic retinopathy screening,0,,1.00,UNCHECKED,UNREVIEWED,,0,44790887,Referral for diabetic retinopathy screening,EVENT,,,1613550360958,
OLTR-INRM,Test Request : INR Mixing Studies,0,,0.46,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360959,
OLTR-UABPI,Test Request : US ABPIs +- excercise testing,0,,0.34,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360959,
HNGNQRF113,[RFC] Health education,0,,0.59,UNCHECKED,UNREVIEWED,,0,4054945,Oral health education,EVENT,,,1613550360960,
OLTR-GAD2,Test Request : Glu.Ac.Decarboxylase (GAD) abs,0,,0.34,UNCHECKED,UNREVIEWED,,0,42537084,Decarboxylase,EVENT,,,1613550360961,
ALLERGY3514,Adverse reaction to Ponstan,0,,0.82,UNCHECKED,UNREVIEWED,,0,4329330,Adverse reaction to pectin,EVENT,,,1613550360961,
HNGNQRF114,[RFC] Scabies,0,,0.65,UNCHECKED,UNREVIEWED,,0,3049362,Sit [RFC],EVENT,,,1613550360961,
OLTR-44G9.,Test Request : Serum gamma GT level,0,,0.47,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360961,
EMISNQIM6,Impaired glucose tolerance monitoring 1st letter,0,,0.72,UNCHECKED,UNREVIEWED,,0,44813135,Impaired glucose tolerance monitoring invitation first letter,EVENT,,,1613550360961,
EMISQCA2,Care programme approach-not specified,0,,0.54,UNCHECKED,UNREVIEWED,,0,35610359,Care Programme Approach level,EVENT,,,1613550360962,
HNGNQRF118,[RFC] Elderly fall,0,,0.64,UNCHECKED,UNREVIEWED,,0,4184243,Elderly fall,EVENT,,,1613550360962,
EMISNQMI93,Misuse of Cocaine freebase (crack),0,,0.49,UNCHECKED,UNREVIEWED,,0,4326515,Crack cocaine misuse,EVENT,,,1613550360963,
OLTR-CJB,Test Request : Conjugated (Direct) Bilirubin(?Gilberts),0,,0.42,UNCHECKED,UNREVIEWED,,0,4184442,Direct reacting bilirubin,EVENT,,,1613550360964,
ALLERGY9021BRIDL,Adverse reaction to Calcichew,0,,0.79,UNCHECKED,UNREVIEWED,,0,4166190,Calcitonin adverse reaction,EVENT,,,1613550360964,
OLTR-INRW,Test Request : INR for Warfarin Control,0,,0.56,UNCHECKED,UNREVIEWED,,0,4094439,Warfarin control test,EVENT,,,1613550360965,
EMISNQRE560,Reason for referral: Haematology/Phlebotomy,0,,0.48,UNCHECKED,UNREVIEWED,,0,4215831,Referral for home based phlebotomy,EVENT,,,1613550360966,
OLTR-GAD65,Test Request : GAD Antibodies,0,,0.55,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360966,
HNGNQRF12,[RFC] Lymphoedema,0,,0.65,UNCHECKED,UNREVIEWED,,0,3049362,Sit [RFC],EVENT,,,1613550360966,
OLTR-44GA.,Test Request : Plasma ALT level,0,,0.55,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360966,
ALLERGY3515NEMIS,Adverse reaction to Ivermectin,0,,0.77,UNCHECKED,UNREVIEWED,,0,4329330,Adverse reaction to pectin,EVENT,,,1613550360966,
OLTR-UABRE,Test Request : US Abdomen & renal tract,0,,0.48,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360966,
EMISNQMI97,Misuse of Butane,0,,0.48,UNCHECKED,UNREVIEWED,,0,44805361,History of buprenorphine misuse,EVENT,,,1613550360967,
HNGNQRF120,[RFC] Follow up after DNA,0,,0.50,UNCHECKED,UNREVIEWED,,0,3049362,Sit [RFC],EVENT,,,1613550360967,
OLTR-CK,Test Request : Creatine Kinase,0,,0.59,UNCHECKED,UNREVIEWED,,0,4294804,Creatine kinase,EVENT,,,1613550360967,
EMISQCA3,Care programme approach report received,0,,0.67,UNCHECKED,UNREVIEWED,,0,44809830,CT report received,EVENT,,,1613550360968,
OLTR-GADA,Test Request : GAD Antibodies,0,,0.55,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360968,
OLTR-44GB.,Test Request : Serum ALT level,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550360968,
ALLERGY9031BRIDL,Adverse reaction to Co-Amilofruse 5/40,0,,0.49,UNCHECKED,UNREVIEWED,,0,4100013,Colistin adverse reaction,EVENT,,,1613550360968,
EMISNQIM7,Impaired glucose tolerance monitoring 2nd letter,0,,0.72,UNCHECKED,UNREVIEWED,,0,44802658,Impaired glucose tolerance monitoring invitation second letter,EVENT,,,1613550360969,
HNGNQRF122,[RFC] Using heart manual,0,,0.64,UNCHECKED,UNREVIEWED,,0,3049420,Hearing [RFC],EVENT,,,1613550360969,
OLTR-UAC,Test Request : Urine Microalbumin,0,,0.66,UNCHECKED,UNREVIEWED,,0,4263307,Microalbuminuria measurement,EVENT,,,1613550360970,
EMISQCA6,Carer needs assessed,0,,0.72,UNCHECKED,UNREVIEWED,,0,44807169,Assessment of needs of carer,EVENT,,,1613550360970,
ALLERGY35177NEMIS,Adverse reaction to Prasugrel,0,,0.90,UNCHECKED,UNREVIEWED,,0,46284853,Prasugrel adverse reaction,EVENT,,,1613550360972,
OLTR-44H..,Test Request : Cardiac enzymes,0,,0.69,UNCHECKED,UNREVIEWED,,0,40761361,Cardiac enzymes,EVENT,,,1613550360972,
