field_id,field_name,type_name,encoding_name,unit_name,category_name,strata_name,stability_name,n_values,item_count,num_participants,n_visits,n_indices,notes
40022,Inpatient record origin,Categorical (multiple),Record providence,,Summary Administration,Primary,Accruing,6,418041,413673,1,3,"Indicates the origin of the data in which the original hospital inpatient record was supplied to UK Biobank. <p>This field corresponds to the field DSOURCE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket."
40425,Volume of DNA held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Ongoing,,170999,170999,2,1,"Volume held of ""DNA"" sample, derived from UK Biobank assessment centre visits."
41149,Records in HES inpatient operations dataset,Integer,NOT-ENCODED,records,Record-level access,Derived,Ongoing,,411614,411614,1,1,"Adding this field to a basket will grant access to the HESIN_OPER table on the Data Portal. See the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN_OPER table. <p>If included, the field will also appear in a main UK Biobank dataset where it will give a count of the number of rows for each participant in the HESIN_OPER table."
41200,Operative procedures - main OPCS4,Categorical (multiple),OPCS4 operation codes,,Summary Operations,Primary,Ongoing,11288,1655788,410256,1,49,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4). <p>The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~."
41201,External causes - ICD10,Categorical (multiple),ICD10,,Summary Diagnoses,Primary,Ongoing,19154,102830,77485,1,22,"This field is a summary of the distinct external cause codes a participant has had recorded across all their episodes in hospital. An external cause is an environmental event causing injury, poisoning or other type of adverse effect. External causes are coded according to the International Classification of Diseases version-10 (ICD-10). <p>In the record-level hospital inpatient data the external cause codes appear in the DIAG_ICD10 field of the HESIN_DIAG table with LEVEL=3. <p>In order to conduct detailed analyses of the data using the source information, researchers will need to gain access to the HESIN_DIAG and HESIN tables by adding ~F41234~ and ~F41259~ to their basket."
41202,Diagnoses - main ICD10,Categorical (multiple),ICD10,,Summary Diagnoses,Primary,Ongoing,19154,1726217,410316,1,66,This field is a summary of the distinct primary/main diagnosis codes a participant has had recorded across all their hospital inpatient records. Diagnoses are coded according to the International Classification of Diseases version-10 (ICD-10). <p>The corresponding date each diagnosis code was first recorded in the inpatient data as the primary/main diagnosis can be found in data-field ~F41262~.
41203,Diagnoses - main ICD9,Categorical (multiple),ICD9,,Summary Diagnoses,Primary,Ongoing,13710,42828,20303,1,28,This field is a summary of the distinct primary/main diagnosis codes a participant has had recorded across all their hospital inpatient records. Diagnoses are coded according to the International Classification of Diseases version-9 (ICD-9). <p> The corresponding date each primary/main diagnosis code was first recorded in each participant's hospital inpatient records is given in ~F41263~. <p>Please note ICD-9 coded hospital inpatient data are only available for older Scottish hospital records.
41204,Diagnoses - secondary ICD10,Categorical (multiple),ICD10,,Summary Diagnoses,Primary,Ongoing,19154,2511161,340904,1,184,"This field is a summary of the distinct secondary diagnoses codes a participant has had recorded across all their hospital inpatient records. Diagnoses are coded according to the International Classification of Diseases version-10 (ICD-10). There is no corresponding field available giving the first date that each code appeared in a secondary position. <p>If you are interested in ICD-10 diagnoses recorded as either a primary or secondary diagnosis, please see ~F41270~, and its corresponding date ~F41280~. <p>In order to conduct detailed analyses of the data using the source information, researchers will need to gain access to the HESIN_DIAG and HESIN tables by adding ~F41234~ and ~F41259~ to their basket."
41205,Diagnoses - secondary ICD9,Categorical (multiple),ICD9,,Summary Diagnoses,Primary,Ongoing,13710,17289,8714,1,30,"This field is a summary of the distinct secondary diagnoses codes a participant has had recorded across all their hospital inpatient records. Diagnoses are coded according to the International Classification of Diseases version-9 (ICD-9). There is no corresponding field giving the first date that each code appeared in a secondary position. <p>If you are interested in ICD-9 diagnoses recorded as either a primary or secondary diagnosis, please see ~F41271~, and its corresponding date ~F41281~. <p>In order to conduct detailed analyses of the data using the source information, researchers will need to gain access to the HESIN_DIAG and HESIN tables by adding ~F41234~ and ~F41259~ to their basket. <p>Please note ICD-9 coded hospital inpatient data are only available for older Scottish hospital records."
41206,Intended management of patient (polymorphic),Text,NOT-ENCODED,,Summary Administration,Auxiliary,Ongoing,,738542,382534,1,7,"This field is a summary of the distinct intended management codes a participant has had recorded in their hospital inpatient records. The intended management of a patient is their planned duration of hospital stay, i.e. whether an overnight stay was anticipated or not. <p>Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of the items is known (see ~F41253~) using the source-specific codings ~C209~ and ~C260~. It is recommended that the re-coded ~F41244~ is used instead of this one. <p>This field corresponds to the field INTMANAG on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket."
41207,Main speciality of consultant (polymorphic),Text,NOT-ENCODED,,Summary Administration,Auxiliary,Ongoing,,1096497,382531,1,19,"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc. <p>Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of the items is known (see ~F41253~) using the source-specific codings ~C210~ and ~C258~. It is recommended that the re-coded ~F41245~ is used instead of this one. <p>This field corresponds to the field MAINSPEF on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket."
41208,Treatment speciality of consultant (polymorphic),Text,NOT-ENCODED,,Summary Administration,Auxiliary,Ongoing,,1227994,413671,1,22,"This field is a summary of the distinct treatment speciality codes a participant has had recorded in their hospital inpatient records. The treatment speciality of the consultant is the specialism under which the consultant was working, e.g. cardiology or geriatric medicine, etc. <p>Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41253~) using the source-specific codings ~C211~, ~C250~, ~C251~ and ~C257~. It is recommended that the re-coded ~F41246~ is used instead of this one. <p>This field corresponds to the field TRETSPEF on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket."
41209,Patient classification on admission (polymorphic),Text,NOT-ENCODED,,Summary Administration,Auxiliary,Ongoing,,666531,410020,1,7,"This field is a summary of the distinct patient classification codes a participant has had recorded in their hospital inpatient records. Patient classification on admission identifies the type of patient, e.g. whether they are a regular attender or a maternity admission, etc. <p>Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41253~) using the source-specific codings ~C208~, ~C245~, ~C246~ and ~C254~. It is recommended that the re-coded ~F41247~ is used instead of this one. <p>This field corresponds to the field CLASSPAT on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket."
41210,Operative procedures - secondary OPCS4,Categorical (multiple),OPCS4 operation codes,,Summary Operations,Primary,Ongoing,11288,2041158,367477,1,86,"This field is a summary of the secondary operation and procedure codes a participant has had recorded in their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4). <p>This field has no corresponding date field. If you are interested in operation and procedure codes (OPCS-4) recorded as either a main or secondary procedure please see ~F41272~, and its corresponding date ~F41282~. <p>In order to conduct detailed analyses of the data using the source information, researchers will need to gain access to the HESIN_OPER and HESIN tables by adding ~F41149~ and ~F41259~ to their basket."
41211,Destinations on discharge from hospital (polymorphic),Text,NOT-ENCODED,,Summary Administration,Auxiliary,Ongoing,,540199,410019,1,12,"This field is a summary of the distinct destination on discharge codes a participant has had recorded in their hospital inpatient records. Destination on discharge identifies whether a patient was due to return to their usual place of residence on leaving hospital, or whether they were due to go elsewhere. <p>This field corresponds to the field DISDEST on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of the items is known (see ~F41253~) using the source-specific codings ~C205~, ~C247~ and ~C255~. It is recommended that the re-coded ~F41248~ is used instead of this one. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN tables by adding ~F41259~ to their basket."
41212,Methods of admission to hospital (polymorphic),Text,NOT-ENCODED,,Summary Administration,Auxiliary,Ongoing,,1003635,413673,1,15,"This field is a summary of the distinct method of admission codes a participant has had recorded in their hospital inpatient records. Method of admission to hospital identifies how a patient was admitted, e.g. an elective admission from a waiting list or an emergency admission, etc. <p>Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41253~) using the source-specific codings ~C202~, ~C241~, ~C242~ and ~C252~. It is recommended that the re-coded ~F41249~ is used instead of this one. <p>This field corresponds to the field ADMIMETH on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket."
41213,Methods of discharge from hospital (polymorphic),Text,NOT-ENCODED,,Summary Administration,Auxiliary,Ongoing,,535047,413671,1,10,"This field is a summary of the distinct method of discharge codes a participant has had recorded in their hospital inpatient records. Method of discharge from hospital identifies how a patient was discharged - i.e. whether this was on clinical advice, the patient died in hospital or the patient discharged themselves. <p>Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41253~) using the source-specific codings ~C206~, ~C248~, ~C249~ and ~C256~. It is recommended that the re-coded ~F41250~ is used instead of this one. <p>This field corresponds to the field DISMETH on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket."
41231,Hospital episode type,Categorical (multiple),HES coding for EPITYPE,,Summary Administration,Primary,Ongoing,6,379182,366428,1,3,"This field is a summary of the distinct episode type codes a participant has had recorded in their hospital inpatient records. Hospital episode type identifies whether the period of care in hospital was a general episode or a psychiatric episode, for example. This field is only present in English inpatient data. <p>This field corresponds to the field EPITYPE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket."
41232,Administrative and legal statuses,Categorical (multiple),HES coding for CATEGORY,,Summary Administration,Primary,Ongoing,14,153117,148620,1,4,"This field is a summary of the distinct administrative and legal status codes a participant has had recorded in their hospital inpatient records. Administrative and legal status identifies whether a patient has been formally detained under the Mental Health Act or not. This information is not present in HES records dated after 2001. <p>This field corresponds to the field CATEGORY on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket."
41234,Records in HES inpatient diagnoses dataset,Integer,NOT-ENCODED,records,Record-level access,Derived,Ongoing,,413573,413573,1,1,"Adding this field to a basket will grant access to the HESIN_DIAG table on the Data Portal. See the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN_DIAG table. <p>If included, the field will also appear in a main UK Biobank dataset where it will give a count of the number of rows for each participant in the HESIN_DIAG table."
41235,Spells in hospital,Integer,NOT-ENCODED,Spells,Summary Administration,Derived,Ongoing,,330447,330447,1,1,"This field holds the total number of known spells a participant has had in hospital, as derived from all of their available hospital Episode records. As the data does not always permit Episodes to be unambiguously amalgamated into Spells, the figures are approximate. <p>In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket."
41256,Operative procedures - main OPCS3,Categorical (multiple),OPCS3 operation codes,,Summary Operations,Primary,Ongoing,1902,15453,10700,1,13,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 3 (OPCS-3). <p>The corresponding date when each procedure was first recorded in the inpatient data can be found in ~F41257~. <p>Please note OPCS-3 coded hospital inpatient data are only available for older Scottish hospital records."
41257,Date of first operative procedure - main OPCS3,Date,NOT-ENCODED,,Summary Operations,Primary,Ongoing,,15453,10700,1,13,"This field provides, for each participant, the dates when each of the main procedures in ~F41256~ was first recorded in the participant's hospital inpatient records. The date can be linked to ~F41256~ by using the array structure. <p> Please note that we have opted to populate this data-field with the episode start date (EPISTART in the HESIN table) or, if that was missing, the admission start date (ADMIDATE in the HESIN table) rather than use the operation date (OPDATE in the HESIN_OPER table). The rationale for this was: <ul> <li>around 1 in 5 primary procedures lacked a corresponding value for OPDATE in HESIN_OPER;</li> <br> <li>some recorded OPDATEs were inconsistent with the other date fields such as EPISTART, ADMIDATE, EPIEND and DISDATE (most likely due to data entry errors);</li> <br> <li>for those episodes with a value for OPDATE recorded the majority were the same as the value of EPISTART, with around 99% of OPDATE values within 7 days of the value of EPISTART;</li> <br> <li>values of EPISTART/ADMIDATE are more complete and thus may provide greater consistency across data providers.</li> </ul> <p>See the Operations tab of the Hospital Inpatient Data Dictionary (~R141140~) for further information about these fields. <p>Please note OPCS-3 coded hospital inpatient data are only available for older Scottish hospital records."
41258,Operative procedures - secondary OPCS3,Categorical (multiple),OPCS3 operation codes,,Summary Operations,Primary,Ongoing,1902,3355,2970,1,5,"This field is a summary of the secondary operation and procedure codes a participant has had recorded in their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 3 (OPCS-3). <p>This field has no corresponding date field. If you are interested in operation and procedure codes (OPCS-3) recorded as either a main or secondary procedure please see ~F41273~, and its corresponding date ~F41283~. <p>In order to conduct detailed analyses of the data using the source information, researchers will need to gain access to the HESIN_OPER and HESIN tables by adding ~F41149~ and ~F41259~ to their basket. <p>Please note OPCS-3 coded hospital inpatient data are only available for older Scottish hospital records."
41259,Records in HES inpatient main dataset,Integer,NOT-ENCODED,records,Record-level access,Derived,Ongoing,,413687,413687,1,1,"Adding this field to a basket will grant access to the HESIN table on the Data Portal. See the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. <p>If included, the field will also appear in a main UK Biobank dataset where it will give a count of the number of rows for each participant in the HESIN table."
41260,Date of first operative procedure - main OPCS4,Date,NOT-ENCODED,,Summary Operations,Primary,Ongoing,,1655805,410252,1,49,"This field provides, for each participant, the dates when each of the main procedures in ~F41200~ was first recorded in the participant's hospital inpatient records. The date can be linked to ~F41200~ by using the array structure. <p> Please note that we have opted to populate this data-field with the episode start date (EPISTART in the HESIN table) or, if that was missing, the admission start date (ADMIDATE in the HESIN table) rather than use the operation date (OPDATE in the HESIN_OPER table). The rationale for this was: <ul> <li>around 1 in 5 primary procedures lacked a corresponding value for OPDATE in HESIN_OPER;</li> <br> <li>some recorded OPDATEs were inconsistent with the other date fields such as EPISTART, ADMIDATE, EPIEND and DISDATE (most likely due to data entry errors);</li> <br> <li>for those episodes with a value for OPDATE recorded the majority were the same as the value of EPISTART, with around 99% of OPDATE values within 7 days of the value of EPISTART;</li> <br> <li>values of EPISTART/ADMIDATE are more complete and thus may provide greater consistency across data providers.</li> </ul> <p>See the Operations tab of the Hospital Inpatient Data Dictionary (~R141140~) for further information about these fields."
41261,Records in HES inpatient maternity dataset,Integer,NOT-ENCODED,records,Record-level access,Derived,Ongoing,,16624,16624,1,1,"Adding this field to a basket will grant access to the HESIN_MATERNITY table on the Data Portal. See the Inpatient data Dictionary (~R141140~) in ~L2000~ for information about the HESIN_MATERNITY table. <p>If included, the field will also appear in a main UK Biobank dataset where it will give a count of the number of rows for each participant in the HESIN_MATERNITY table."
41262,Date of first in-patient diagnosis - main ICD10,Date,NOT-ENCODED,,Summary Diagnoses,Primary,Updateable,,1726257,410318,1,66,"This field provides, for each participant, the date each ICD-10 diagnosis code was first recorded in the primary/main position in the participant's hospital inpatient records (in the field DIAG_ICD10 in the HESIN_DIAG table). <p>The date given is the episode start date (the EPISTART field on the HESIN table), or if this was missing the admission date (the ADMIDATE field on the HESIN table). See the Inpatient data Dictionary (~R141140~) in ~L2000~ for information about the HESIN and HESIN_DIAG tables. <p>The corresponding primary/main ICD10 diagnosis codes can be found in ~F41202~ and the two fields can be linked using the array structure."
41263,Date of first in-patient diagnosis - main ICD9,Date,NOT-ENCODED,,Summary Diagnoses,Primary,Ongoing,,42828,20303,1,28,"This field provides, for each participant, the date each ICD-9 diagnosis code was first recorded in the primary/main position in the participant's hospital inpatient records (in the field DIAG_ICD9 in the HESIN_DIAG table). <p>The date given is the episode start date (the EPISTART field on the HESIN table), or if this was missing the admission date (the ADMIDATE field on the HESIN table). See the Inpatient data Dictionary (~R141140~) in ~L2000~ for information about the HESIN and HESIN_DIAG tables. <p>The corresponding ICD-9 diagnosis codes can be found in data-field ~F41203~ and the two fields can be linked using the array structure. Please note ICD-9 coded hospital inpatient data are only available for older Scottish hospital records."
41270,Diagnoses - ICD10,Categorical (multiple),ICD10,,Summary Diagnoses,Primary,Ongoing,19154,4131355,410320,1,213,This field is a summary of the distinct diagnosis codes a participant has had recorded across all their hospital inpatient records in either the primary or secondary position. Diagnoses are coded according to the International Classification of Disease version 10 (ICD-10). <p> The corresponding date each diagnosis was first recorded across all their episodes in hospital is given in ~F41280~.
41271,Diagnoses - ICD9,Categorical (multiple),ICD9,,Summary Diagnoses,Primary,Ongoing,13710,58699,20303,1,47,This field is a summary of the distinct diagnosis codes a participant has had recorded across all their hospital inpatient records in either the primary or secondary position. Diagnoses are coded according to the International Classification of Disease version 9 (ICD-9). <p>The corresponding date each diagnosis was first recorded in each participant's hospital inpatient records is given in ~F41281~. <p>Please note ICD-9 coded hospital inpatient data are only available for older Scottish hospital records.
41272,Operative procedures - OPCS4,Categorical (multiple),OPCS4 operation codes,,Summary Operations,Primary,Ongoing,11288,3640096,410256,1,117,"This field is a summary of the operation and procedure codes a participant has had recorded across all their hospital inpatient records in either the main or secondary position. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4). <p>The corresponding date when each procedure was first recorded in the inpatient data can be found in ~F41282~."
41273,Operative procedures - OPCS3,Categorical (multiple),OPCS3 operation codes,,Summary Operations,Primary,Ongoing,1902,18581,10700,1,16,"This field is a summary of the operation and procedure codes a participant has had recorded across all their hospital inpatient records in either the main or secondary position. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 3 (OPCS-3). <p>The corresponding date when each procedure was first recorded in the inpatient data can be found in ~F41283~. <p>Please note OPCS-3 coded hospital inpatient data are only available for older Scottish hospital records."
41280,Date of first in-patient diagnosis - ICD10,Date,NOT-ENCODED,,Summary Diagnoses,Primary,Ongoing,,4131455,410322,1,213,"This field provides, for each participant, the date each ICD-10 diagnosis code was first recorded in either the primary or secondary position in the participant's hospital inpatient records (in the field DIAG_ICD10 in the HESIN_DIAG table). <p>The date given is the episode start date (the EPISTART field on the HESIN table), or if this was missing the admission date (the ADMIDATE field on the HESIN table). See the Inpatient data Dictionary (~R141140~) in ~L2000~ for information about the HESIN and HESIN_DIAG tables. <p>The corresponding ICD-10 diagnosis codes can be found in data-field ~F41270~ and the two fields can be linked using the array structure."
41281,Date of first in-patient diagnosis - ICD9,Date,NOT-ENCODED,,Summary Diagnoses,Primary,Ongoing,,58699,20303,1,47,"This field provides, for each participant, the date each ICD-9 diagnosis code was first recorded as a primary or secondary diagnosis in the participant's hospital inpatient records (in the field DIAG_ICD9 in the HESIN_DIAG table). <p>The date given is the episode start date (the EPISTART field on the HESIN table), or if this was missing the admission date (the ADMIDATE field on the HESIN table). See the Inpatient data Dictionary (~R141140~) in ~L2000~ for information about the HESIN and HESIN_DIAG tables. <p>The corresponding ICD-9 diagnosis codes can be found in data-field ~F41271~ and the two fields can be linked using the array structure. <p> Please note ICD-9 coded hospital data are only available for older Scottish hospital records."
41282,Date of first operative procedure - OPCS4,Date,NOT-ENCODED,,Summary Operations,Primary,Ongoing,,3640168,410252,1,117,"This field provides, for each participant, the dates when each of the procedures in ~F41272~ was first recorded in the participant's hospital inpatient records (in either the main or a secondary position). The date can be linked to ~F41272~ by using the array structure. <p> Please note that we have opted to populate this data-field with the episode start date (EPISTART in the HESIN table) or, if that was missing, the admission start date (ADMIDATE in the HESIN table) rather than use the operation date (OPDATE in the HESIN_OPER table). The rationale for this was: <ul> <li>around 1 in 5 primary procedures lacked a corresponding value for OPDATE in HESIN_OPER;</li> <br> <li>some recorded OPDATEs were inconsistent with the other date fields such as EPISTART, ADMIDATE, EPIEND and DISDATE (most likely due to data entry errors);</li> <br> <li>for those episodes with a value for OPDATE recorded the majority were the same as the value of EPISTART, with around 99% of OPDATE values within 7 days of the value of EPISTART;</li> <br> <li>values of EPISTART/ADMIDATE are more complete and thus may provide greater consistency across data providers.</li> </ul> <p>See the Operations tab of the Hospital Inpatient Data Dictionary (~R141140~) for further information about these fields."
41283,Date of first operative procedure - OPCS3,Date,NOT-ENCODED,,Summary Operations,Primary,Ongoing,,18581,10700,1,16,"This field provides, for each participant, the dates when each of the procedures in ~F41273~ was first recorded in the participant's hospital inpatient records (in either the main or a secondary position). The date can be linked to ~F41273~ by using the array structure. <p> Please note that we have opted to populate this data-field with the episode start date (EPISTART in the HESIN table) or, if that was missing, the admission start date (ADMIDATE in the HESIN table) rather than use the operation date (OPDATE in the HESIN_OPER table). The rationale for this was: <ul> <li>around 1 in 5 primary procedures lacked a corresponding value for OPDATE in HESIN_OPER;</li> <br> <li>some recorded OPDATEs were inconsistent with the other date fields such as EPISTART, ADMIDATE, EPIEND and DISDATE (most likely due to data entry errors);</li> <br> <li>for those episodes with a value for OPDATE recorded the majority were the same as the value of EPISTART, with around 99% of OPDATE values within 7 days of the value of EPISTART;</li> <br> <li>values of EPISTART/ADMIDATE are more complete and thus may provide greater consistency across data providers.</li> </ul> <p>See the Operations tab of the Hospital Inpatient Data Dictionary (~R141140~) for further information about these fields. <p>Please note OPCS-3 coded hospital inpatient data are only available for older Scottish hospital records."
